id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CNTROB	10	0.11735	0.31731	1.0	1846	4	-0.072603	0.75702	0.90108	1.0	6003	2	-0.072603
ZFP36	10	0.11742	0.31743	1.0	1847	5	-0.17717	0.9743	0.98251	1.0	6752	1	-0.17717
AFF3	10	0.11752	0.31763	1.0	1848	3	-0.12886	0.49151	0.75106	1.0	5009	3	-0.12886
ZNF792	10	0.11797	0.31837	1.0	1849	3	0.071378	0.15854	0.40196	0.960228	2981	4	0.071378
LOC81691	10	0.11797	0.31837	1.0	1850	5	-0.19224	0.79618	0.92136	1.0	6179	3	-0.19224
FAM155B	10	0.11808	0.31852	1.0	1851	5	-0.12948	0.3966	0.67655	1.0	4570	4	-0.12948
MACC1	10	0.11836	0.31896	1.0	1852	5	-0.02395	0.27258	0.55422	1.0	3854	5	-0.02395
KIF14	10	0.11857	0.31929	1.0	1853	4	-0.10848	0.37922	0.66294	1.0	4487	3	-0.10848
SUDS3	10	0.11881	0.3197	1.0	1854	4	-0.15075	0.55922	0.80173	1.0	5319	2	-0.15075
C21orf58	10	0.11923	0.32042	1.0	1855	5	-0.12048	0.7283	0.88649	1.0	5897	2	-0.12048
PTHLH	10	0.11931	0.32053	1.0	1856	4	-0.15104	0.57865	0.81586	1.0	5397	3	-0.15104
FAM198A	10	0.11933	0.32057	1.0	1857	5	-0.23592	0.78565	0.91574	1.0	6126	3	-0.23592
WDYHV1	10	0.1196	0.32102	1.0	1858	3	0.17191	0.12589	0.34672	0.937308	2632	5	0.17191
XPO7	10	0.11999	0.32171	1.0	1859	4	-0.011348	0.40951	0.68685	1.0	4636	4	-0.011348
ZMYND10	10	0.12014	0.32195	1.0	1860	5	-0.27027	0.64154	0.84496	1.0	5589	2	-0.27027
NCAPD2	10	0.12033	0.32229	1.0	1861	5	-0.080624	0.12012	0.33519	0.929784	2568	3	-0.080624
SLC4A1AP	10	0.12053	0.32266	1.0	1862	5	-0.14616	0.89474	0.95399	1.0	6461	1	-0.14616
TFCP2	10	0.12075	0.32302	1.0	1863	5	-0.15416	0.55889	0.8015	1.0	5317	2	-0.15416
C5orf30	10	0.12093	0.32335	1.0	1864	5	-0.13708	0.79105	0.91861	1.0	6146	3	-0.13708
STARD9	10	0.12133	0.32405	1.0	1865	4	-0.052129	0.15649	0.39889	0.959474	2961	4	-0.052129
UPF2	10	0.12148	0.32432	1.0	1866	3	-0.086289	0.19758	0.45677	0.993192	3276	3	-0.086289
RPP25	10	0.12159	0.32448	1.0	1867	3	-0.039174	0.04282	0.16185	0.755603	1526	4	-0.039174
DNMT3B	10	0.12167	0.32462	1.0	1868	4	-0.069665	0.79688	0.92173	1.0	6187	2	-0.069665
C11orf68	10	0.12171	0.32469	1.0	1869	4	-0.13396	0.23515	0.50659	1.0	3567	4	-0.13396
TMEM237	10	0.12172	0.3247	1.0	1870	4	-0.032368	0.30635	0.59563	1.0	4120	4	-0.032368
NOL8	10	0.12173	0.32474	1.0	1871	4	-0.21594	0.37422	0.65886	1.0	4468	2	-0.21594
VAX2	9	0.12189	0.31507	1.0	1872	5	-0.30662	0.59045	0.80057	1.0	5438	2	-0.30662
ZSCAN21	10	0.12195	0.32509	1.0	1873	3	-0.10286	0.71208	0.87835	1.0	5845	3	-0.10286
GUCY2D	10	0.12207	0.32529	1.0	1874	3	0.22795	0.10287	0.29982	0.90868	2346	6	0.22795
FAM78A	10	0.12218	0.32546	1.0	1875	5	-0.26204	0.40347	0.68199	1.0	4600	3	-0.26204
KIAA0226	10	0.12222	0.32553	1.0	1876	5	-0.22225	0.53939	0.78691	1.0	5226	2	-0.22225
PHTF1	10	0.12224	0.32557	1.0	1877	4	0.071818	0.34655	0.63635	1.0	4342	3	0.071818
HIST2H2AB	10	0.12257	0.32618	1.0	1878	5	-0.22591	0.025223	0.1052	0.692827	1082	1	-0.22591
C15orf52	10	0.1228	0.32655	1.0	1879	5	0.034081	0.18969	0.44593	0.987171	3220	5	0.034081
CENPB	10	0.12295	0.32681	1.0	1880	4	0.10631	0.17367	0.42362	0.972442	3104	4	0.10631
MORF4L1	10	0.12297	0.32684	1.0	1881	5	-0.16587	0.93345	0.97045	1.0	6619	2	-0.16587
TRIP11	10	0.12304	0.32697	1.0	1882	5	-0.15576	0.25964	0.53812	1.0	3763	4	-0.15576
PHF1	10	0.12306	0.32698	1.0	1883	5	-0.17702	0.29435	0.58119	1.0	4029	1	-0.17702
NOLC1	10	0.12356	0.32781	1.0	1884	4	-0.1813	0.047583	0.17443	0.78106	1592	1	-0.1813
AURKAIP1	10	0.1236	0.32789	1.0	1885	5	-0.12633	0.97943	0.98445	1.0	6780	1	-0.12633
STUB1	10	0.12377	0.32815	1.0	1886	5	-0.15708	0.60068	0.82582	1.0	5467	2	-0.15708
TMEM95	10	0.12383	0.32825	1.0	1887	4	0.020267	0.010663	0.053385	0.582147	652	4	0.020267
MGST1	10	0.12411	0.32864	1.0	1888	5	-0.21763	0.039556	0.15173	0.749007	1440	3	-0.21763
C10orf76	10	0.12415	0.32871	1.0	1889	5	-0.32659	0.74201	0.89342	1.0	5948	2	-0.32659
GAS6	10	0.12421	0.32881	1.0	1890	5	-0.20493	0.56206	0.80384	1.0	5330	3	-0.20493
TXNL4B	10	0.12429	0.32895	1.0	1891	3	0.12072	0.45909	0.72603	1.0	4870	4	0.12072
SLC30A9	10	0.12432	0.32898	1.0	1892	5	-0.16616	0.47692	0.73992	1.0	4945	4	-0.16616
ATAD5	10	0.12442	0.32916	1.0	1893	5	-0.075492	0.010421	0.052467	0.578763	646	4	-0.075492
TMEM209	10	0.12452	0.32932	1.0	1894	3	-0.079334	0.6832	0.86449	1.0	5733	2	-0.079334
ZNF668	10	0.12487	0.32992	1.0	1895	2	0.081108	0.4148	0.6911	1.0	4662	4	0.081108
CCDC6	10	0.12515	0.33039	1.0	1896	4	-0.20096	0.65284	0.85024	1.0	5633	2	-0.20096
TADA2B	10	0.12527	0.33061	1.0	1897	5	-0.24229	0.29894	0.58687	1.0	4063	3	-0.24229
FAM221B	10	0.12547	0.33094	1.0	1898	1	0.14757	0.51856	0.7716	1.0	5130	4	0.14757
SKOR1	10	0.1255	0.33099	1.0	1899	3	0.10313	0.16931	0.41752	0.968195	3069	5	0.10313
BIRC5	10	0.12562	0.33123	1.0	1900	4	-0.21683	0.51471	0.76875	1.0	5106	3	-0.21683
FNBP4	10	0.12576	0.33148	1.0	1901	5	-0.21192	0.45521	0.72289	1.0	4858	4	-0.21192
PALB2	10	0.1261	0.33203	1.0	1902	5	-0.034133	0.14025	0.37487	0.944021	2819	4	-0.034133
IGF2BP2	10	0.1264	0.33252	1.0	1903	5	-0.20659	0.22617	0.495	1.0	3502	4	-0.20659
DACH1	10	0.12668	0.33299	1.0	1904	3	0.066234	0.35657	0.64441	1.0	4376	4	0.066234
DRG1	10	0.12693	0.33338	1.0	1905	4	-0.036856	0.18124	0.43418	0.980944	3152	4	-0.036856
CCNK	10	0.12706	0.33362	1.0	1906	5	-0.1793	0.36828	0.65406	1.0	4437	4	-0.1793
MSH3	10	0.12713	0.33376	1.0	1907	4	-0.028179	0.026807	0.11062	0.705782	1113	4	-0.028179
RXRB	10	0.12717	0.33382	1.0	1908	3	0.088177	0.47377	0.73752	1.0	4932	3	0.088177
ZNF771	10	0.12753	0.33438	1.0	1909	2	-0.085012	0.7107	0.87763	1.0	5842	2	-0.085012
ZMYM4	10	0.12757	0.33446	1.0	1910	5	-0.121	0.41391	0.69036	1.0	4651	4	-0.121
PDCD5	10	0.12876	0.33647	1.0	1911	5	-0.15572	0.48366	0.74507	1.0	4975	1	-0.15572
ZNF528	10	0.12888	0.33668	1.0	1912	4	-0.0083295	0.16071	0.40517	0.960806	3002	2	-0.0083295
NUF2	10	0.12898	0.33685	1.0	1913	4	0.066509	0.13439	0.3635	0.941508	2750	4	0.066509
HAUS4	10	0.12916	0.33716	1.0	1914	4	-0.2744	0.62206	0.83584	1.0	5531	3	-0.2744
TMEM40	10	0.12934	0.33746	1.0	1915	5	-0.12112	0.062275	0.20998	0.828605	1806	4	-0.12112
ARID1B	10	0.12936	0.3375	1.0	1916	5	-0.24731	0.6444	0.84625	1.0	5601	3	-0.24731
C11orf84	9	0.12988	0.32975	1.0	1917	5	-0.15838	0.0086076	0.041152	0.544232	582	3	-0.15838
C17orf103	10	0.12998	0.33851	1.0	1918	5	-0.17272	0.3172	0.60861	1.0	4194	3	-0.17272
WIBG	10	0.13007	0.33865	1.0	1919	4	-0.11856	0.33994	0.63098	1.0	4314	3	-0.11856
E2F4	10	0.13083	0.3399	1.0	1920	5	-0.18998	0.70854	0.87657	1.0	5828	1	-0.18998
TMEM170A	10	0.13088	0.33999	1.0	1921	4	-0.06976	0.58322	0.81789	1.0	5414	3	-0.06976
APITD1	10	0.13091	0.34004	1.0	1922	3	0.10988	0.1783	0.43012	0.980876	3126	3	0.10988
MBD2	10	0.13123	0.34061	1.0	1923	5	-0.238	0.80501	0.92608	1.0	6216	2	-0.238
CIZ1	10	0.13139	0.34085	1.0	1924	3	0.058428	0.20012	0.46022	0.993192	3299	4	0.058428
PRRC2A	10	0.13146	0.34099	1.0	1925	5	-0.19866	0.092458	0.27753	0.893959	2209	3	-0.19866
EDC4	10	0.13148	0.34103	1.0	1926	5	-0.14009	0.31082	0.60089	1.0	4143	3	-0.14009
NSUN2	10	0.13171	0.34137	1.0	1927	4	-0.16007	0.12606	0.34704	0.937308	2637	4	-0.16007
DECR1	10	0.13174	0.3414	1.0	1928	5	-0.13347	0.3956	0.67575	1.0	4564	3	-0.13347
ARL4D	10	0.13203	0.3419	1.0	1929	5	-0.18472	0.50685	0.76267	1.0	5076	4	-0.18472
MYPOP	10	0.13204	0.34193	1.0	1930	4	-0.024746	0.59146	0.82161	1.0	5444	3	-0.024746
FAM110D	10	0.13258	0.34285	1.0	1931	5	-0.037277	0.33985	0.6309	1.0	4312	3	-0.037277
ZC3HC1	10	0.13262	0.34293	1.0	1932	5	-0.16165	0.7632	0.90426	1.0	6026	2	-0.16165
TXN2	10	0.13279	0.34319	1.0	1933	4	-0.061535	0.053198	0.1882	0.797525	1680	2	-0.061535
C17orf67	10	0.13295	0.34346	1.0	1934	5	0.018206	0.12599	0.3469	0.937308	2636	4	0.018206
SP2	10	0.13306	0.34363	1.0	1935	3	-0.0043031	0.39641	0.67637	1.0	4568	4	-0.0043031
H1F0	10	0.13332	0.34404	1.0	1936	3	0.072052	0.24784	0.52292	1.0	3672	3	0.072052
ZNF678	10	0.13335	0.34407	1.0	1937	3	0.17339	0.10971	0.3141	0.91181	2453	5	0.17339
KIAA1967	10	0.1334	0.34418	1.0	1938	5	-0.20923	0.085222	0.26194	0.879472	2122	3	-0.20923
KIF2A	10	0.13411	0.34536	1.0	1939	4	-0.06683	0.19071	0.4473	0.988372	3226	2	-0.06683
LEMD3	10	0.13427	0.34562	1.0	1940	5	-0.017094	0.22777	0.49708	1.0	3518	5	-0.017094
SERPINB9	10	0.13465	0.34628	1.0	1941	3	0.25034	0.08205	0.25511	0.875213	2077	6	0.25034
MIS12	10	0.13469	0.34635	1.0	1942	5	-0.11818	0.28165	0.56566	1.0	3929	3	-0.11818
C1orf56	10	0.13478	0.34652	1.0	1943	4	-0.026889	0.18847	0.44423	0.985031	3212	5	-0.026889
ACO2	10	0.1348	0.34658	1.0	1944	3	0.27857	0.14759	0.38601	0.947382	2899	5	0.27857
TAF1C	10	0.13512	0.34713	1.0	1945	1	0.33337	0.024118	0.1015	0.683886	1057	6	0.33337
WDR76	10	0.13526	0.34736	1.0	1946	4	-0.29487	0.83503	0.93463	1.0	6279	2	-0.29487
ETV4	10	0.13533	0.34747	1.0	1947	5	-0.055542	0.10151	0.29699	0.907695	2329	5	-0.055542
PKD1	10	0.13601	0.34862	1.0	1948	3	0.050179	0.39176	0.67276	1.0	4546	3	0.050179
CEP97	10	0.13628	0.34907	1.0	1949	5	-0.21062	0.68406	0.86494	1.0	5738	3	-0.21062
NEIL1	10	0.13673	0.34973	1.0	1950	5	-0.16779	0.48046	0.74264	1.0	4958	3	-0.16779
TMEM120A	10	0.13678	0.34981	1.0	1951	3	-0.068548	0.2694	0.55032	1.0	3830	3	-0.068548
TMEM88B	10	0.13726	0.35057	1.0	1952	5	-0.082425	0.38015	0.66366	1.0	4492	3	-0.082425
ZNF251	10	0.13752	0.35101	1.0	1953	5	-0.20708	0.7667	0.90603	1.0	6041	3	-0.20708
CCDC43	10	0.13776	0.35138	1.0	1954	4	-0.055521	0.10821	0.31102	0.908741	2433	4	-0.055521
MCM10	10	0.13777	0.3514	1.0	1955	5	-0.15769	0.42093	0.69601	1.0	4701	3	-0.15769
C1orf106	10	0.13787	0.35159	1.0	1956	5	-0.078403	0.50513	0.76139	1.0	5069	3	-0.078403
ZNF184	10	0.1379	0.35165	1.0	1957	5	-0.18455	0.4143	0.69068	1.0	4655	4	-0.18455
TMEM87B	10	0.13813	0.35203	1.0	1958	5	-0.15797	0.0090602	0.046972	0.551686	606	3	-0.15797
ACTR1A	10	0.13817	0.35211	1.0	1959	4	0.087693	0.0090059	0.046717	0.551686	602	5	0.087693
COG5	10	0.13836	0.35243	1.0	1960	4	-0.015786	0.66348	0.8551	1.0	5666	3	-0.015786
UBE2E1	10	0.13851	0.35269	1.0	1961	4	0.075461	0.29154	0.57782	1.0	4003	5	0.075461
LYL1	10	0.13859	0.35281	1.0	1962	5	0.035688	0.019064	0.083881	0.654597	912	5	0.035688
WDR53	10	0.13868	0.35294	1.0	1963	5	-0.17609	0.24614	0.52081	1.0	3654	2	-0.17609
TOPBP1	10	0.13874	0.35306	1.0	1964	3	-0.019033	0.10569	0.30577	0.908741	2390	4	-0.019033
ELL3	10	0.13939	0.35408	1.0	1965	5	-0.20239	0.71592	0.88029	1.0	5861	2	-0.20239
PTGER3	10	0.13944	0.35417	1.0	1966	5	-0.18948	0.47042	0.7348	1.0	4916	3	-0.18948
CWC22	10	0.13981	0.35479	1.0	1967	4	0.077039	0.74793	0.89641	1.0	5972	3	0.077039
DTX3L	10	0.13987	0.35487	1.0	1968	5	-0.19634	0.99689	0.99693	1.0	6967	0	-0.19634
BRCA2	10	0.13991	0.35495	1.0	1969	4	-0.087442	0.37142	0.65663	1.0	4456	4	-0.087442
CCDC17	10	0.14007	0.35518	1.0	1970	5	-0.17401	0.94172	0.97454	1.0	6660	2	-0.17401
WDR73	10	0.14023	0.35544	1.0	1971	5	-0.20895	0.89663	0.95472	1.0	6469	2	-0.20895
SIGMAR1	10	0.14048	0.35589	1.0	1972	5	-0.2125	0.018123	0.080609	0.652139	874	3	-0.2125
FAM219A	10	0.14051	0.35594	1.0	1973	3	-0.051835	0.23504	0.50646	1.0	3566	4	-0.051835
EXOSC5	10	0.14058	0.35606	1.0	1974	5	-0.21246	0.97911	0.98431	1.0	6777	1	-0.21246
POLM	10	0.1411	0.35684	1.0	1975	3	0.16453	0.4318	0.70444	1.0	4750	4	0.16453
ZNF720	10	0.14132	0.35719	1.0	1976	5	-0.29961	0.88094	0.94913	1.0	6411	2	-0.29961
HAND1	10	0.14143	0.35739	1.0	1977	5	-0.1008	0.71908	0.88194	1.0	5873	3	-0.1008
FAM71E2	10	0.14158	0.35763	1.0	1978	4	0.14106	0.1847	0.43901	0.982245	3186	5	0.14106
THRA	10	0.14158	0.35764	1.0	1979	5	-0.044528	0.20574	0.46783	0.996668	3343	4	-0.044528
ARHGEF2	10	0.14159	0.35764	1.0	1980	4	-0.0046523	0.32389	0.6164	1.0	4231	3	-0.0046523
THOC1	10	0.14167	0.35777	1.0	1981	5	-0.23442	0.13632	0.36733	0.943724	2771	2	-0.23442
C14orf37	10	0.14171	0.35783	1.0	1982	4	-0.017064	0.30485	0.59383	1.0	4108	4	-0.017064
POLD1	10	0.14177	0.3579	1.0	1983	3	-0.0030143	0.36164	0.64866	1.0	4404	3	-0.0030143
FAM120AOS	10	0.142	0.35827	1.0	1984	4	-0.20901	0.068498	0.22437	0.850085	1880	3	-0.20901
HDAC6	10	0.14242	0.35889	1.0	1985	4	-0.041482	0.36397	0.65057	1.0	4415	4	-0.041482
CCDC103	10	0.14261	0.35918	1.0	1986	5	-0.16976	0.9662	0.98014	1.0	6723	1	-0.16976
C14orf166	10	0.14264	0.35922	1.0	1987	5	-0.34452	0.92014	0.96437	1.0	6549	1	-0.34452
THRAP3	10	0.14271	0.35933	1.0	1988	5	-0.10941	0.28873	0.57444	1.0	3980	3	-0.10941
CCNF	10	0.14278	0.35946	1.0	1989	5	-0.13206	0.63718	0.84293	1.0	5576	2	-0.13206
AAAS	10	0.14311	0.36	1.0	1990	5	-0.18408	0.84484	0.9375	1.0	6308	2	-0.18408
ZNF217	10	0.14343	0.36049	1.0	1991	4	0.042951	0.45783	0.72505	1.0	4868	3	0.042951
CALML6	10	0.14385	0.3612	1.0	1992	5	-0.24339	0.99013	0.99048	1.0	6869	1	-0.24339
CRBN	10	0.14402	0.36148	1.0	1993	5	-0.3958	0.20121	0.4617	0.993192	3312	3	-0.3958
FAM175B	10	0.14433	0.362	1.0	1994	4	-0.14349	0.85029	0.93921	1.0	6328	2	-0.14349
ZNF772	10	0.14444	0.36217	1.0	1995	4	-0.042661	0.35457	0.64284	1.0	4371	3	-0.042661
C11orf95	10	0.14479	0.36271	1.0	1996	5	-0.14446	0.13414	0.36294	0.941238	2746	2	-0.14446
TPPP	10	0.14532	0.36363	1.0	1997	5	-0.19034	0.0034496	0.020183	0.441948	324	2	-0.19034
FAM208A	10	0.146	0.36474	1.0	1998	5	-0.1033	0.53462	0.7835	1.0	5204	4	-0.1033
CREB3L1	10	0.14602	0.36479	1.0	1999	5	-0.0021362	0.14248	0.37853	0.944021	2852	4	-0.0021362
SBK2	10	0.14629	0.3652	1.0	2000	5	0.050731	0.12884	0.35253	0.940153	2666	5	0.050731
C7orf49	10	0.14643	0.36544	1.0	2001	5	-0.1838	0.83096	0.93347	1.0	6269	2	-0.1838
SMURF1	10	0.14677	0.36604	1.0	2002	5	-0.090201	0.40589	0.68393	1.0	4619	4	-0.090201
RBM19	10	0.14686	0.36617	1.0	2003	3	-0.16638	0.21657	0.48256	1.0	3422	2	-0.16638
C11orf31	10	0.14712	0.36655	1.0	2004	5	-0.21972	0.98437	0.9868	1.0	6822	1	-0.21972
ZNF827	10	0.14724	0.36675	1.0	2005	5	-0.04858	0.0062071	0.033565	0.521865	456	4	-0.04858
GLIS1	10	0.14741	0.36701	1.0	2006	4	-0.17512	0.93631	0.97188	1.0	6636	2	-0.17512
PSMB10	10	0.14745	0.36707	1.0	2007	5	-0.32058	0.14468	0.38172	0.944995	2874	2	-0.32058
AURKA	10	0.14748	0.36712	1.0	2008	3	0.3306	0.074119	0.23713	0.860728	1963	6	0.3306
C12orf56	10	0.1475	0.36716	1.0	2009	4	-0.088053	0.02442	0.10253	0.684995	1066	3	-0.088053
TESC	10	0.14764	0.3674	1.0	2010	4	-0.083458	0.24171	0.51514	1.0	3617	2	-0.083458
TMEM17	10	0.14784	0.3677	1.0	2011	5	-0.15201	0.15195	0.39233	0.95337	2929	3	-0.15201
PAWR	10	0.14884	0.36932	1.0	2012	5	-0.25223	0.90321	0.95735	1.0	6487	2	-0.25223
C11orf93	10	0.14919	0.36988	1.0	2013	1	0.43706	0.014546	0.067846	0.622916	776	7	0.43706
KLK10	10	0.14925	0.36997	1.0	2014	4	-0.18014	0.044304	0.16634	0.765518	1548	4	-0.18014
MKI67	10	0.14946	0.37032	1.0	2015	5	-0.24706	0.90316	0.95734	1.0	6486	1	-0.24706
ZC3H10	10	0.15013	0.37142	1.0	2016	5	-0.16974	0.36814	0.65396	1.0	4436	3	-0.16974
ZNF273	10	0.15046	0.37194	1.0	2017	5	-0.21397	0.40209	0.68089	1.0	4590	3	-0.21397
KIAA1324	10	0.15051	0.37201	1.0	2018	5	-0.11306	0.41869	0.69415	1.0	4683	4	-0.11306
NOTCH1	10	0.15055	0.37207	1.0	2019	5	-0.075908	0.0011218	0.0076961	0.310762	177	5	-0.075908
NAA11	10	0.15065	0.37225	1.0	2020	5	-0.1752	0.49071	0.75046	1.0	5006	1	-0.1752
C10orf68	10	0.15108	0.37294	1.0	2021	3	-0.26193	0.34351	0.63382	1.0	4333	4	-0.26193
CCNB2	10	0.15158	0.37372	1.0	2022	3	-0.025116	0.76031	0.90273	1.0	6014	3	-0.025116
MTRR	10	0.15161	0.37376	1.0	2023	4	-0.012144	0.13227	0.35931	0.940563	2718	3	-0.012144
DACT1	10	0.15164	0.3738	1.0	2024	5	-0.17182	0.31626	0.60746	1.0	4181	3	-0.17182
FAM160B2	10	0.15179	0.37405	1.0	2025	2	0.24723	0.30442	0.5934	1.0	4103	5	0.24723
C17orf74	10	0.15185	0.37415	1.0	2026	5	-0.1022	0.54705	0.79258	1.0	5261	3	-0.1022
C19orf80	10	0.15185	0.37417	1.0	2027	4	-0.12266	0.42111	0.69614	1.0	4704	3	-0.12266
PGRMC1	10	0.15191	0.37426	1.0	2028	5	-0.039138	0.70486	0.87483	1.0	5811	3	-0.039138
HIC2	10	0.15201	0.37442	1.0	2029	5	-0.14576	0.72659	0.88565	1.0	5892	3	-0.14576
DIEXF	10	0.15221	0.37472	1.0	2030	4	-0.12002	0.075779	0.24083	0.862913	1989	4	-0.12002
ZFX	10	0.15226	0.3748	1.0	2031	4	0.10382	0.067567	0.22223	0.847803	1868	4	0.10382
CDK4	10	0.15229	0.37483	1.0	2032	4	0.10135	0.3865	0.66869	1.0	4529	2	0.10135
TIGD1	10	0.15248	0.37514	1.0	2033	4	0.2986	0.13458	0.3639	0.942199	2751	6	0.2986
RBM11	10	0.15253	0.37522	1.0	2034	5	-0.23001	0.49749	0.75564	1.0	5038	3	-0.23001
ZNF517	10	0.1527	0.37549	1.0	2035	5	-0.21661	0.98867	0.98942	1.0	6858	1	-0.21661
ALAS1	10	0.15316	0.37623	1.0	2036	5	-0.18463	0.98536	0.9873	1.0	6828	1	-0.18463
CDYL	10	0.15355	0.37685	1.0	2037	3	0.29309	0.021895	0.09388	0.667255	1002	7	0.29309
CDK5RAP2	10	0.15356	0.37686	1.0	2038	4	0.24395	0.19976	0.45972	0.993192	3296	5	0.24395
FOXD1	10	0.15414	0.37784	1.0	2039	5	0.0041326	0.50371	0.7603	1.0	5066	4	0.0041326
SNRNP40	10	0.15439	0.37824	1.0	2040	4	-0.099586	0.49951	0.75715	1.0	5046	3	-0.099586
WDR70	10	0.15462	0.37859	1.0	2041	5	-0.27779	0.42281	0.6975	1.0	4709	3	-0.27779
PLIN2	10	0.15481	0.3789	1.0	2042	3	-0.16183	0.9923	0.9924	1.0	6897	0	-0.16183
WDR66	10	0.15496	0.37916	1.0	2043	5	-0.14465	0.41999	0.69522	1.0	4689	4	-0.14465
ZC3H11A	10	0.155	0.37922	1.0	2044	4	-0.10395	0.58353	0.81801	1.0	5415	3	-0.10395
CCDC24	10	0.15503	0.37928	1.0	2045	5	-0.23717	0.18237	0.43578	0.980944	3164	3	-0.23717
ETV6	10	0.15539	0.37984	1.0	2046	5	-0.17318	0.7757	0.91056	1.0	6078	3	-0.17318
KRR1	10	0.1556	0.3802	1.0	2047	4	-0.091594	0.98596	0.98768	1.0	6835	1	-0.091594
NOM1	10	0.15579	0.38049	1.0	2048	3	0.089143	0.31647	0.60769	1.0	4184	4	0.089143
C4orf3	10	0.156	0.38087	1.0	2049	5	-0.1563	0.93218	0.96984	1.0	6613	2	-0.1563
CCDC104	10	0.15618	0.38115	1.0	2050	5	-0.19122	0.87958	0.94865	1.0	6408	2	-0.19122
GMNN	10	0.15637	0.38147	1.0	2051	3	0.015599	0.67613	0.86112	1.0	5709	2	0.015599
CCDC101	10	0.15656	0.38177	1.0	2052	5	-0.24209	0.38602	0.66831	1.0	4527	4	-0.24209
POLR3GL	10	0.15712	0.38271	1.0	2053	5	-0.24393	0.62575	0.83762	1.0	5543	3	-0.24393
STRBP	10	0.15718	0.38281	1.0	2054	5	-0.062107	0.060207	0.20506	0.823716	1774	3	-0.062107
MED15	10	0.15722	0.38286	1.0	2055	4	0.13763	0.050938	0.18259	0.789772	1647	5	0.13763
FGF22	10	0.1574	0.38315	1.0	2056	5	-0.16786	0.75935	0.90228	1.0	6012	1	-0.16786
LIG3	10	0.15742	0.38319	1.0	2057	5	-0.066189	0.11511	0.32496	0.920782	2512	3	-0.066189
CCDC125	10	0.15796	0.38405	1.0	2058	2	0.10181	0.39831	0.67791	1.0	4575	4	0.10181
ZNF205	9	0.15806	0.38045	1.0	2059	5	-0.2969	0.36718	0.63453	1.0	4428	2	-0.2969
HIRA	10	0.15812	0.38435	1.0	2060	5	-0.1481	0.54822	0.79346	1.0	5267	3	-0.1481
POLE3	10	0.15813	0.38436	1.0	2061	4	-0.12101	0.55692	0.8	1.0	5310	3	-0.12101
ZNF552	10	0.1584	0.3848	1.0	2062	3	0.18319	0.10628	0.307	0.908741	2397	4	0.18319
BRAF	10	0.15845	0.3849	1.0	2063	4	0.0038515	0.87412	0.94683	1.0	6389	1	0.0038515
C17orf107	10	0.15868	0.38529	1.0	2064	5	-0.20419	0.63276	0.84083	1.0	5564	2	-0.20419
NUFIP1	10	0.1587	0.38532	1.0	2065	4	-0.11141	0.88129	0.94922	1.0	6413	1	-0.11141
HABP4	10	0.15873	0.38537	1.0	2066	4	-0.071014	0.32924	0.62234	1.0	4256	4	-0.071014
BIRC2	10	0.1593	0.38632	1.0	2067	3	0.10286	0.26978	0.55079	1.0	3834	4	0.10286
SPG20	10	0.15996	0.38739	1.0	2068	5	-0.15396	0.62324	0.83637	1.0	5537	2	-0.15396
HOXB3	10	0.16022	0.38779	1.0	2069	4	0.047825	0.38922	0.67085	1.0	4538	4	0.047825
ZCCHC24	10	0.1603	0.38795	1.0	2070	5	-0.067563	0.097292	0.28792	0.903254	2269	4	-0.067563
NSFL1C	10	0.1603	0.38795	1.0	2071	5	-0.12601	0.3923	0.67316	1.0	4551	4	-0.12601
FGFR1	10	0.16055	0.38838	1.0	2072	2	0.038739	0.32338	0.61574	1.0	4228	3	0.038739
TGS1	10	0.16064	0.38851	1.0	2073	5	-0.23278	0.26386	0.54345	1.0	3789	4	-0.23278
CCDC93	10	0.16099	0.3891	1.0	2074	4	-0.0023267	0.27046	0.55159	1.0	3839	4	-0.0023267
RMI2	10	0.16132	0.38966	1.0	2075	5	-0.18079	0.016363	0.074398	0.648478	817	2	-0.18079
SLC35A2	9	0.16157	0.38672	1.0	2076	5	-0.3174	0.87693	0.94057	1.0	6400	1	-0.3174
TMEM106C	10	0.16172	0.39035	1.0	2077	4	-0.027877	0.33881	0.62999	1.0	4304	2	-0.027877
ANKLE2	10	0.16202	0.39085	1.0	2078	4	-0.10783	0.40146	0.6804	1.0	4587	3	-0.10783
CCDC25	10	0.16283	0.39212	1.0	2079	4	-0.20226	0.034276	0.13467	0.730895	1313	2	-0.20226
ZNF688	10	0.16331	0.3929	1.0	2080	5	-0.15201	0.79632	0.92143	1.0	6181	2	-0.15201
NCF2	10	0.16335	0.39296	1.0	2081	3	0.024792	0.043358	0.16357	0.758675	1536	5	0.024792
LOC100996485	10	0.1636	0.39337	1.0	2082	5	-0.074666	0.0060289	0.032767	0.515782	453	3	-0.074666
LHX8	10	0.16375	0.39358	1.0	2083	5	-0.25031	0.86241	0.94305	1.0	6357	2	-0.25031
IL12A	10	0.16421	0.39425	1.0	2084	1	0.57136	8.2715e-05	0.00068813	0.139887	36	9	0.57136
CCDC113	10	0.16428	0.39436	1.0	2085	3	0.25745	0.10104	0.29597	0.906449	2324	5	0.25745
